model_name,pixel_count,img_id,actual_class,predicted_class,success,confidence_diff,prior_probs,predicted_probs,perturbation
All Convolution,1,8056,1,1,False,0.39531595,"[6.9632886e-09 9.9916655e-01 2.3636315e-14 1.1359085e-09 1.9817349e-12
 2.9666788e-13 2.0891176e-15 7.1597337e-12 2.6924105e-10 8.3341135e-04]","[2.4060514e-08 6.0385060e-01 7.6619440e-13 7.0600366e-09 3.8930185e-11
 2.7851282e-12 2.5786122e-14 9.8497641e-11 2.0406285e-10 3.9614937e-01]",[ 21.26659981  18.78084592 255.65646598 255.16582138 255.55271543]
All Convolution,1,5135,1,1,False,0.0,"[1.6341021e-21 1.0000000e+00 4.2824389e-27 2.6586658e-24 4.9976098e-29
 3.4242229e-27 5.7968093e-25 2.1130338e-27 1.6357424e-21 1.0615383e-15]","[1.1722952e-20 1.0000000e+00 1.2732388e-26 1.4799687e-23 1.3777278e-28
 9.2973937e-27 1.2928171e-24 4.7537910e-27 1.5922708e-21 4.2462058e-15]",[ 22.44183676   5.96398575   2.64005641 108.45694219 222.78610167]
All Convolution,1,6643,1,1,False,0.18453944,"[5.0808918e-13 9.9985063e-01 3.8396251e-22 1.7611531e-19 1.7715161e-19
 1.4672161e-19 2.6357162e-20 1.9313024e-23 1.1854187e-09 1.4929217e-04]","[1.6176084e-09 8.1531119e-01 1.1828928e-19 2.1198760e-16 3.0113643e-17
 8.3233699e-17 6.4858545e-18 5.1739457e-21 2.9121436e-08 1.8468881e-01]",[ 23.03432181  23.92958476 247.55696355 255.26196658 255.55126288]
All Convolution,1,2694,1,1,False,0.0,"[1.2472760e-16 1.0000000e+00 4.2871107e-21 5.1290280e-19 1.0277605e-22
 2.6903890e-21 2.2493047e-19 2.8544181e-19 6.6989434e-17 4.6327174e-12]","[1.6109763e-16 1.0000000e+00 6.9565970e-21 7.8215500e-19 1.3005994e-22
 3.7917705e-21 5.4330412e-19 4.1230980e-19 1.3823161e-16 4.4267294e-12]",[ 14.54849101   3.46609812  44.37188515 134.54236733 188.65131943]
All Convolution,1,7595,1,1,False,0.00071388483,"[6.7765242e-08 9.9999154e-01 1.3051595e-13 3.4265923e-08 1.6138200e-12
 2.5009161e-12 6.7671331e-16 3.2365339e-14 7.6133356e-06 7.4042038e-07]","[8.3652873e-07 9.9927765e-01 1.0866398e-11 5.8953549e-07 2.8742803e-10
 9.2718111e-11 4.6858923e-14 9.1604320e-12 7.1903807e-04 1.8691960e-06]",[ 29.90047366  11.23615423   0.4613522   37.06745594 146.650084  ]
All Convolution,1,7480,1,1,False,8.189678e-05,"[2.7251609e-13 9.9999917e-01 3.3200407e-15 2.8456754e-11 3.1496649e-15
 9.6705387e-15 2.2186893e-14 3.7164773e-14 1.2996906e-11 8.2899425e-07]","[2.9339413e-11 9.9991727e-01 4.7658963e-13 1.3264236e-09 2.9905958e-13
 1.7135406e-12 4.4360574e-12 7.3372116e-12 5.8249490e-09 8.2699582e-05]","[2.24091344e+01 2.22317596e+01 2.55155970e+02 1.91204120e-01
 6.60591608e-01]"
All Convolution,1,6417,1,1,False,1.2397766e-05,"[1.03818905e-10 9.99999762e-01 4.47709132e-15 1.05324800e-13
 1.06184993e-15 2.88569964e-17 2.59168945e-12 2.03962093e-16
 4.90265961e-09 2.62682136e-07]","[4.4430629e-10 9.9998736e-01 1.8227370e-14 9.4589679e-13 4.6622409e-15
 2.2716563e-16 7.5708389e-12 8.1482823e-16 2.0647013e-08 1.2579947e-05]",[ 20.3167905    8.84987678 154.34972934  37.0623402  231.01235779]
All Convolution,1,865,1,1,False,7.867813e-06,"[2.2279677e-16 1.0000000e+00 2.9156241e-22 9.2830284e-22 4.1507720e-22
 3.8853767e-22 2.6233066e-15 8.3460455e-23 6.3275828e-13 1.5328817e-10]","[8.6772641e-13 9.9999213e-01 4.6665953e-19 7.3354542e-19 2.2929591e-19
 4.4654327e-19 3.8945643e-13 1.0702454e-19 2.5652233e-10 7.8101502e-06]",[ 17.61878942   7.61724624 254.89019561 238.94437491 245.91537968]
All Convolution,1,4144,1,1,False,2.3841858e-07,"[5.6962312e-12 1.0000000e+00 3.9360223e-15 5.2501670e-16 5.5102264e-19
 8.9171749e-18 1.0459251e-17 5.8616442e-20 9.4804060e-12 5.0832800e-09]","[1.3153184e-10 9.9999976e-01 2.5139824e-13 8.2439081e-14 5.7357667e-18
 1.0554813e-15 3.7666229e-16 3.1632439e-18 1.4658465e-11 1.8127773e-07]",[ 20.86983287   4.58959776 190.66019845 238.12734199 193.54934498]
All Convolution,1,8990,1,1,False,0.0,"[1.6305428e-18 1.0000000e+00 3.6316767e-25 1.9594800e-24 1.0828250e-25
 8.5632646e-27 5.4323726e-21 4.3481066e-25 1.4980757e-17 4.4613271e-13]","[1.0951212e-17 1.0000000e+00 3.1477434e-24 7.8763225e-24 1.0640714e-24
 7.6599183e-26 4.0859724e-20 4.3260552e-24 9.5854761e-17 7.7700216e-13]",[ 27.46902812  26.71398808  41.17830056 139.20174969   8.54413001]
All Convolution,1,564,2,2,False,0.15809995,"[1.17959635e-05 1.35443388e-05 9.88179445e-01 2.17096431e-06
 1.14309322e-02 5.09019969e-07 3.59396538e-04 2.22356448e-06
 5.38306866e-09 3.76346279e-08]","[1.36865056e-04 1.65489881e-04 8.30079496e-01 1.90721530e-05
 1.68119311e-01 3.60529793e-06 1.46363967e-03 1.19160895e-05
 5.06543394e-08 5.95909000e-07]",[ 16.48432611  10.10198845 238.20859033 254.10889101 160.92064666]
All Convolution,1,113,2,2,False,0.00018000603,"[2.4647763e-08 2.1172764e-13 9.9999976e-01 7.3400294e-08 1.3687686e-07
 3.7621772e-09 6.4311760e-09 2.1175247e-11 2.0576169e-10 4.3664291e-11]","[1.4336547e-07 1.2219292e-11 9.9981976e-01 1.4595734e-04 8.8291135e-06
 2.5096551e-05 1.7808971e-07 1.1501664e-08 4.4436845e-09 4.6422530e-10]",[ 16.6823635   16.82506206 255.03927292 255.66685936 255.45370125]
All Convolution,1,1825,2,2,False,4.172325e-06,"[6.2593428e-09 4.8555343e-17 1.0000000e+00 2.4168533e-13 5.1922751e-13
 4.3566570e-14 1.1995302e-16 2.7232948e-15 3.4011921e-13 1.0464406e-12]","[4.20866536e-06 1.21561688e-14 9.99995828e-01 1.11789996e-11
 4.09734269e-12 1.11130116e-11 1.48467393e-14 1.40888278e-13
 1.86386410e-11 4.54345971e-11]",[ 6.2253783  20.99864753 14.20239112  0.99535182  0.89413916]
All Convolution,1,1528,2,2,False,2.3841858e-07,"[6.9153205e-10 3.9697520e-16 1.0000000e+00 3.6365529e-12 4.3414290e-13
 2.2515497e-15 6.9949632e-15 8.9287315e-14 2.7620737e-11 1.1464527e-12]","[2.03008653e-07 1.17161286e-13 9.99999762e-01 3.84794918e-10
 4.82614920e-11 2.72025485e-13 2.17375944e-12 7.42145321e-12
 2.61475064e-10 1.04275345e-10]",[ 20.32471785  18.25693255  37.23618672 251.46651752 226.89160367]
All Convolution,1,2856,2,2,False,0.0036173463,"[2.0874217e-05 4.8117013e-09 9.9997604e-01 2.9214061e-06 3.7198831e-09
 8.5586038e-08 9.8429238e-09 3.3901202e-09 4.5352817e-08 3.0096462e-08]","[3.5543172e-03 9.6780447e-08 9.9635869e-01 8.5345549e-05 4.3905249e-08
 1.1889426e-07 1.7391006e-08 3.2685666e-08 6.9958588e-07 6.1735471e-07]",[ 13.04179552  23.61326089 255.10870067 255.08915185 255.79756549]
All Convolution,1,8284,2,2,False,0.16714823,"[7.39234209e-04 3.69954734e-08 9.88378227e-01 3.72854047e-05
 1.52054818e-05 3.85749530e-07 1.06240455e-02 3.61187995e-06
 2.48176875e-05 1.77195368e-04]","[2.0124067e-03 3.4827787e-07 8.2122999e-01 3.4705561e-04 8.6034779e-05
 4.8265988e-06 1.7475194e-01 8.3624764e-05 5.6245609e-04 9.2133560e-04]",[19.33731166 20.42148076  0.80822518 37.8387727   0.55812728]
All Convolution,1,8661,2,3,True,0.8696005,"[3.45950248e-03 1.08305095e-07 9.84082699e-01 1.23727545e-02
 2.33538231e-05 6.52386780e-06 4.09027916e-06 5.05930802e-05
 3.31203154e-07 2.59828621e-08]","[1.7641239e-02 2.0392929e-06 1.1448221e-01 8.6668962e-01 2.5123256e-04
 5.6866242e-04 5.8981095e-06 3.5839994e-04 7.7292691e-07 5.1001699e-08]",[ 12.25292044  18.19557567 196.6997171  243.69259144 208.07543928]
All Convolution,1,2448,2,2,False,0.0001052618,"[3.30743461e-07 1.08259963e-10 9.99997973e-01 1.28898546e-06
 1.58587588e-09 4.20012185e-08 3.18698369e-07 4.91919061e-10
 1.89143048e-10 1.00438560e-10]","[1.0594370e-06 9.5183883e-10 9.9989271e-01 9.3758841e-05 2.2919309e-08
 2.5036691e-06 9.8461742e-06 3.1553778e-08 1.5389283e-09 4.3011952e-10]",[  6.90617168  11.71805944 255.73552267 255.22041579 193.74561951]
All Convolution,1,1099,2,2,False,0.00087594986,"[4.6858536e-06 3.9994083e-10 9.9996305e-01 1.1913954e-06 1.8440966e-07
 4.0175017e-08 3.0904579e-05 7.4374165e-09 5.2714642e-09 1.4216105e-08]","[5.5765926e-05 8.4154657e-09 9.9908710e-01 9.5572641e-06 9.3023334e-07
 5.5234204e-07 8.4601634e-04 4.2334857e-08 9.5093089e-09 6.5426086e-08]",[ 5.1230139  19.00255158  0.90634288 23.10156879  0.66840956]
All Convolution,1,4009,2,2,False,0.010495961,"[7.6654942e-06 1.0617962e-07 9.9991262e-01 5.6089393e-06 9.0828252e-07
 1.1674112e-05 1.7526118e-09 6.1334453e-05 3.9036028e-09 2.5286099e-08]","[3.3948687e-05 2.5774142e-07 9.8941666e-01 6.9672067e-05 2.6714439e-05
 6.5586710e-04 2.2736621e-07 9.7963409e-03 2.3711156e-08 2.4816552e-07]",[ 21.13945694  20.27659392 239.66744608   0.92855668   0.59602355]
All Convolution,1,2054,3,5,True,0.5581182,"[6.5790680e-09 1.8142379e-10 2.1916166e-07 9.8266906e-01 1.2087142e-09
 1.7330050e-02 6.4132465e-08 5.9822143e-09 5.6506019e-07 4.5704572e-11]","[4.4250994e-09 1.2543777e-10 7.1742794e-09 4.2455080e-01 1.3884378e-10
 5.7544911e-01 3.7385659e-09 6.6414794e-09 7.5534693e-08 1.5588034e-11]",[14.68050379 21.2801963   9.06878987  0.77140835 32.9040179 ]
All Convolution,1,9281,3,3,False,0.4787868,"[2.9647551e-02 5.6050590e-04 2.2626258e-02 9.1968036e-01 2.7489711e-03
 8.1272488e-03 1.4347896e-05 1.9209231e-04 7.1563320e-03 9.2463680e-03]","[3.4363297e-01 5.7781297e-03 1.6346414e-02 4.4089356e-01 2.8828818e-03
 4.9469932e-03 5.8109013e-06 2.7952096e-04 5.1658645e-02 1.3357511e-01]",[10.7358544   8.95495086  0.99456986  0.72419141  0.68634771]
All Convolution,1,4553,3,3,False,0.39368504,"[2.4930140e-08 3.1138600e-07 7.9591480e-08 9.9568969e-01 1.3497424e-04
 4.1391295e-03 1.7042056e-07 2.8373255e-05 7.5386214e-07 6.5134941e-06]","[6.0683225e-10 1.6148664e-07 4.0843398e-07 6.0200465e-01 1.1801113e-05
 3.9793721e-01 2.1054819e-07 3.8523220e-05 3.3867599e-07 6.6593489e-06]",[3.70350362 8.1627639  0.06850091 0.90717028 4.79452481]
All Convolution,1,4156,3,3,False,0.04624021,"[2.0411630e-07 1.8552256e-09 2.4960791e-09 9.9759716e-01 1.1051442e-06
 2.1864220e-03 9.0999620e-08 4.4458169e-08 2.1500698e-04 6.8673273e-10]","[1.2964480e-07 2.5253872e-09 1.5781149e-09 9.5135695e-01 8.3168237e-07
 4.8342973e-02 3.3012501e-08 3.4493883e-08 2.9913126e-04 4.4933912e-10]",[13.08334396  9.58324541  0.61117069  0.79661961 54.22691648]
All Convolution,1,3513,3,3,False,0.3693279,"[2.1189475e-09 6.4671389e-05 6.0173759e-05 9.4139951e-01 3.3649307e-02
 4.9749403e-03 1.9820157e-02 2.5631616e-07 1.2446681e-08 3.1024701e-05]","[4.6363496e-08 4.6397030e-04 4.0897078e-04 5.7207161e-01 2.6341847e-01
 4.3727551e-03 1.5902014e-01 1.1089388e-06 8.7767084e-08 2.4283344e-04]",[ 12.78709627  25.29592482   0.52510573 238.7907019  255.21019217]
All Convolution,1,650,3,3,False,0.00064605474,"[3.4347305e-14 1.3262464e-14 8.3266234e-13 9.9998260e-01 1.9631643e-09
 1.7461014e-05 3.2254050e-11 9.1256797e-10 1.4251287e-13 8.1703773e-15]","[9.5690511e-14 1.0519594e-13 6.0265578e-13 9.9933654e-01 2.1600708e-09
 6.6344941e-04 1.5387507e-12 1.0947358e-08 4.6941867e-13 8.1538360e-14]",[16.41745348 18.53252657  0.71442448  0.57907495  0.6293416 ]
All Convolution,1,9576,3,3,False,0.08042234,"[1.80670463e-06 1.32518340e-04 1.92498123e-06 9.89952028e-01
 5.57970907e-06 9.13850497e-03 1.20383984e-05 7.42699835e-04
 5.72018052e-07 1.24058115e-05]","[1.2662840e-06 4.8187727e-04 1.5294301e-06 9.0952969e-01 8.7029926e-05
 2.7766284e-02 2.0548205e-05 6.2102865e-02 6.6918511e-07 8.0809759e-06]",[22.44894333 14.41011664 45.71700165  0.31954361 52.35638792]
All Convolution,1,7310,3,3,False,0.43484342,"[1.8164159e-06 2.6505878e-08 3.1243258e-03 9.8657238e-01 3.7161920e-03
 6.3286219e-03 3.2028456e-05 2.1234473e-04 4.4128549e-07 1.1733339e-05]","[2.4597320e-08 4.5967843e-09 6.8365462e-04 5.5172896e-01 7.8119861e-05
 4.4749284e-01 5.6744889e-06 1.0214625e-05 1.5952262e-08 5.2264096e-07]",[ 9.58678657 14.90390774  0.19500729  0.55843833  0.75212042]
All Convolution,1,4342,3,3,False,0.00014317036,"[4.0009489e-11 4.4793414e-13 6.1442525e-11 9.9999762e-01 2.9616187e-09
 2.3698115e-06 1.2469307e-12 3.7236592e-14 1.0078746e-09 1.8785200e-13]","[5.84967214e-11 1.08186168e-11 1.06718405e-10 9.99854445e-01
 1.21498980e-08 1.45527069e-04 4.32952979e-12 9.62370483e-13
 4.18855990e-08 6.86081357e-12]",[ 19.21212538  17.51219965   0.31177242   0.52442482 255.45372536]
All Convolution,1,9454,3,3,False,0.0581491,"[2.1227087e-13 9.8154130e-14 5.2311144e-10 9.9727881e-01 1.8061105e-04
 7.0988840e-06 2.5334205e-03 4.3874373e-11 4.2056418e-15 3.8847080e-13]","[5.2789544e-12 8.5551602e-13 8.7678522e-09 9.3912971e-01 4.9571152e-04
 1.2878358e-05 6.0361724e-02 2.5772190e-10 1.2276265e-13 8.9076455e-12]",[ 24.49792478  10.15717142 255.81397463 255.45805239 175.18313597]
All Convolution,1,5848,4,3,True,0.5833409,"[1.1284070e-05 9.5270465e-08 8.0098762e-05 9.7369254e-02 8.7566590e-01
 2.5090676e-02 3.0562835e-06 1.7112956e-03 4.9882230e-05 1.8374181e-05]","[1.0239758e-04 7.7973033e-07 6.3019508e-04 5.4729360e-01 2.9232505e-01
 1.3872845e-01 5.4971861e-05 1.9944029e-02 6.3421653e-04 2.8631149e-04]",[ 12.64396842  27.9496399  249.77559601 111.57365346 191.72134835]
All Convolution,1,4211,4,4,False,1.3113022e-05,"[3.5347409e-11 1.8074316e-16 5.2304341e-13 4.8717758e-10 9.9999988e-01
 3.3728014e-08 1.4723211e-16 9.9367440e-08 1.4839141e-16 8.2629568e-14]","[7.86795573e-10 9.24896557e-16 6.77895782e-13 7.71814557e-10
 9.99986768e-01 1.29319616e-07 1.88166040e-15 1.30838625e-05
 2.68715009e-16 5.12377175e-14]",[ 14.4714606   25.78385318   0.88823765   0.72807611 254.09249191]
All Convolution,1,6505,4,9,True,0.5810525,"[1.0471264e-04 4.3316873e-06 1.6526837e-05 6.5212174e-05 9.9299860e-01
 1.6112955e-03 3.1180878e-04 4.3986824e-07 1.8964299e-04 4.6973838e-03]","[1.2006421e-02 1.5018801e-03 8.0907776e-04 2.1485207e-03 4.1194612e-01
 1.1584012e-01 1.8166799e-02 1.1870899e-06 4.7220890e-03 4.3285778e-01]",[ 22.50922127   8.05269089 235.37469128 230.25246291 254.48879258]
All Convolution,1,1324,4,2,True,0.4488986,"[3.4444854e-06 5.5542841e-09 6.0743641e-02 3.6519216e-03 9.3307662e-01
 6.1732408e-04 5.3025690e-07 1.9060709e-03 1.9193195e-12 4.0491912e-07]","[7.9099891e-06 3.0034244e-08 5.0629079e-01 6.7382487e-03 4.8417801e-01
 1.2070235e-03 3.2645110e-06 1.5738381e-03 6.1610153e-12 8.6185395e-07]",[ 20.43105423   8.64697537 231.15185462 253.73306736  41.96613934]
All Convolution,1,2664,4,3,True,0.57374585,"[1.4095790e-06 8.2059666e-09 4.5063817e-03 1.4427540e-01 8.3676410e-01
 1.4307286e-02 1.3273064e-04 1.0673910e-05 4.8468843e-07 1.4704794e-06]","[2.4152900e-05 4.7630461e-08 5.3533636e-02 6.2223917e-01 2.6301825e-01
 6.0485139e-02 6.8274222e-04 8.9867326e-06 4.6362820e-06 3.1712786e-06]",[16.59762115 13.8657779  85.31205673 14.32735294 18.95609688]
All Convolution,1,8669,4,4,False,0.5089779,"[1.24989583e-07 1.32371192e-09 2.56185158e-04 4.20333199e-05
 9.76735651e-01 2.09349347e-03 7.94045554e-05 2.07931567e-02
 4.62144472e-12 1.10284455e-10]","[2.0690472e-07 3.7029100e-08 3.1479497e-02 5.5642112e-04 4.6775776e-01
 4.5595385e-02 2.5050796e-04 4.5436013e-01 4.7557302e-11 1.1876949e-09]",[  6.97228998   9.97075121   0.6085652  255.69364437 255.72666051]
All Convolution,1,295,4,5,True,0.7076948,"[6.9768266e-06 1.6765924e-08 7.1751331e-03 8.2379747e-03 9.2741185e-01
 5.6721698e-02 7.6836972e-07 4.4459128e-04 8.3756703e-07 1.3203780e-07]","[5.7169705e-06 2.5988694e-08 3.0972466e-02 2.7567249e-02 2.1971704e-01
 7.2148055e-01 1.0724848e-06 2.5447897e-04 2.9037378e-07 1.2178507e-06]",[ 22.91787642  17.29585207 248.57899299  54.10289581 206.91223998]
All Convolution,1,4889,4,4,False,0.02912563,"[5.2004528e-15 5.8359291e-15 1.4681380e-10 1.0898069e-06 9.9847072e-01
 4.5353248e-05 1.5900590e-11 1.4828647e-03 8.4161127e-17 4.0358067e-14]","[1.0673179e-14 1.5122327e-14 5.8000306e-11 8.2945752e-07 9.6934509e-01
 1.3011410e-04 1.2016206e-11 3.0523898e-02 3.2749502e-16 7.9824642e-14]",[ 18.56825607   7.35260183 138.55723842 255.60212823 255.73757255]
All Convolution,1,130,4,4,False,0.013665676,"[8.0711032e-10 1.9379773e-14 2.8507829e-05 1.5661751e-09 9.9996972e-01
 9.5447195e-10 1.7686023e-06 1.5876197e-09 1.1298571e-12 1.1370297e-13]","[5.6528393e-08 1.1842599e-12 1.3635029e-02 2.8382926e-08 9.8630404e-01
 1.6316891e-08 6.0548657e-05 2.0406806e-07 1.3186482e-11 3.9861235e-12]",[ 11.22763621  10.03338906 255.66637689   0.64815479   0.41500779]
All Convolution,1,4529,4,2,True,0.61364037,"[6.8869824e-08 7.4205715e-08 9.5602527e-02 1.4277070e-02 8.7926358e-01
 3.9418541e-05 1.0801531e-02 8.3353325e-06 7.1027807e-06 2.0185254e-07]","[1.2025269e-07 1.1771870e-07 6.9462693e-01 3.4017153e-02 2.6562321e-01
 3.9424287e-04 5.2224686e-03 1.0089253e-04 1.3344927e-05 1.6071292e-06]",[ 11.08170691   9.93071193  21.08790571 222.98971725 229.69069794]
All Convolution,1,6094,5,5,False,0.3605253,"[1.5396271e-09 9.9865281e-07 2.6776779e-05 1.5183951e-03 1.6622829e-05
 9.9038917e-01 7.5915809e-06 7.8558335e-03 1.8446136e-04 2.3585778e-07]","[6.3568500e-08 6.9456699e-05 4.7836420e-05 5.4805592e-02 1.3107572e-04
 6.2986386e-01 2.0326253e-03 1.6175440e-01 1.5128703e-01 7.9235733e-06]",[ 13.57935476  19.43431765  55.78322156 166.59335592   9.77965838]
All Convolution,1,2384,5,7,True,0.89656556,"[6.2380318e-12 1.1125294e-10 2.6530564e-09 1.1077199e-04 1.9441229e-09
 9.8075682e-01 3.7499838e-12 1.9132441e-02 1.4497053e-11 1.2041517e-11]","[5.6424326e-10 6.9623329e-10 2.1289182e-07 4.2846743e-03 1.2473085e-07
 8.4191248e-02 3.6345124e-10 9.1152376e-01 9.1198560e-10 5.1739474e-10]",[ 11.87258922  10.90733717  74.1805967  182.61115826  27.01700934]
All Convolution,1,7887,5,3,True,0.50597936,"[6.8519947e-11 2.5763025e-09 3.4719389e-07 4.0253490e-02 4.5776915e-07
 9.5974469e-01 4.8319816e-07 5.6322460e-07 5.6558640e-11 6.5626737e-10]","[4.94254970e-10 1.33966624e-08 2.17512161e-06 5.46206653e-01
 7.18837873e-06 4.53765333e-01 5.07703498e-06 1.36167637e-05
 6.08940898e-10 7.54614415e-09]",[14.43893076 19.73163861 31.78550637 14.09824462 16.29298988]
All Convolution,1,9396,5,2,True,0.46346512,"[5.3011451e-08 2.5492620e-05 4.0709034e-02 7.0231856e-04 1.7489093e-08
 9.5851171e-01 8.9776095e-06 4.6597079e-06 1.0083978e-06 3.6701742e-05]","[1.4554486e-06 6.1292521e-04 4.9997908e-01 3.5901139e-03 2.0509216e-07
 4.9504659e-01 2.4649999e-04 5.3226453e-05 1.7239407e-05 4.5268983e-04]",[  5.49634268  12.67175527  56.9917946  249.66646594  44.54383809]
All Convolution,1,7985,5,5,False,0.06833452,"[5.1205963e-11 2.1398990e-10 5.6675035e-05 1.6966833e-04 2.1498821e-09
 9.9976593e-01 4.5576468e-07 7.2673383e-06 3.6169630e-09 3.0391306e-10]","[1.8380891e-09 6.5765771e-09 4.3758013e-05 5.6361545e-02 3.7742502e-08
 9.3143141e-01 4.5110974e-05 1.2117273e-02 9.0882878e-07 3.1648550e-09]",[  4.58160951  12.44695217 255.88346737 255.60419635 128.49469282]
All Convolution,1,7671,5,3,True,0.5062624,"[8.3895151e-16 1.1106086e-14 5.3262841e-13 3.2449584e-04 4.2727145e-11
 9.9967545e-01 5.1806059e-11 9.0323894e-11 2.0594854e-14 1.3332299e-16]","[4.6735971e-13 2.2336551e-11 3.9550127e-11 5.0658631e-01 5.6883220e-08
 4.9341303e-01 6.3062811e-07 5.5470193e-09 9.9048486e-12 1.8479246e-13]",[ 10.3855801   18.34134635   1.0850542  254.80072911   2.70719702]
